"Gene.Symbol","ID","GB_ACC","SPOT_ID","Species.Scientific.Name","Annotation.Date","Sequence.Type","Sequence.Source","Target.Description","Representative.Public.ID","Gene.Title","ENTREZ_GENE_ID","RefSeq.Transcript.ID","Gene.Ontology.Biological.Process","Gene.Ontology.Cellular.Component","Gene.Ontology.Molecular.Function","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID"
"PDE4D","1554717_a_at","BC008390","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BC008390.1 /DB_XREF=gi:14249998 /TID=Hs2.172081.3 /CNT=5 /FEA=FLmRNA /TIER=FL /STK=1 /LL=5144 /UG_GENE=PDE4D /UG=Hs.172081 /DEF=Homo sapiens, phosphodiesterase 4D, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E3), clone MGC:14475 IMAGE:4280941, mRNA, complete cds. /PROD=phosphodiesterase 4D, cAMP-specific (dunce(Drosophila)-homolog phosphodiesterase E3) /FL=gb:BC008390.1","BC008390","phosphodiesterase 4D, cAMP-specific","5144","NM_001104631 /// NM_001165899 /// NM_001197218 /// NM_001197219 /// NM_001197220 /// NM_001197221 /// NM_001197222 /// NM_001197223 /// NM_006203 /// XM_005248537 /// XM_005248538 /// XM_005248540 /// XM_005248541","0002027 // regulation of heart rate // inferred from sequence or structural similarity /// 0006198 // cAMP catabolic process // inferred from direct assay /// 0006198 // cAMP catabolic process // inferred from electronic annotation /// 0006198 // cAMP catabolic process // inferred from genetic interaction /// 0006198 // cAMP catabolic process // inferred from mutant phenotype /// 0006939 // smooth muscle contraction // inferred from electronic annotation /// 0007165 // signal transduction // inferred from electronic annotation /// 0007568 // aging // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // non-traceable author statement /// 0010469 // regulation of receptor activity // inferred from sequence or structural similarity /// 0010880 // regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum // inferred from sequence or structural similarity /// 0019933 // cAMP-mediated signaling // non-traceable author statement /// 0030593 // neutrophil chemotaxis // inferred from electronic annotation /// 0032729 // positive regulation of interferon-gamma production // inferred from mutant phenotype /// 0032743 // positive regulation of interleukin-2 production // inferred from mutant phenotype /// 0032754 // positive regulation of interleukin-5 production // inferred from mutant phenotype /// 0033137 // negative regulation of peptidyl-serine phosphorylation // inferred from sequence or structural similarity /// 0035264 // multicellular organism growth // inferred from electronic annotation /// 0045822 // negative regulation of heart contraction // inferred from sequence or structural similarity /// 0050852 // T cell receptor signaling pathway // inferred from mutant phenotype /// 0050900 // leukocyte migration // inferred from electronic annotation /// 0060314 // regulation of ryanodine-sensitive calcium-release channel activity // inferred from sequence or structural similarity /// 0061028 // establishment of endothelial barrier // inferred from sequence or structural similarity /// 0071222 // cellular response to lipopolysaccharide // inferred from electronic annotation /// 0071320 // cellular response to cAMP // inferred from direct assay /// 0071872 // cellular response to epinephrine stimulus // inferred from direct assay /// 0071872 // cellular response to epinephrine stimulus // inferred from electronic annotation /// 0071875 // adrenergic receptor signaling pathway // inferred from sequence or structural similarity /// 0086004 // regulation of cardiac muscle cell contraction // inferred from sequence or structural similarity /// 0086024 // adrenergic receptor signaling pathway involved in positive regulation of heart rate // inferred by curator /// 1901844 // regulation of cell communication by electrical coupling involved in cardiac conduction // inferred by curator /// 1901898 // negative regulation of relaxation of cardiac muscle // inferred from sequence or structural similarity","0005737 // cytoplasm // inferred from electronic annotation /// 0005815 // microtubule organizing center // inferred from electronic annotation /// 0005829 // cytosol // inferred from direct assay /// 0005829 // cytosol // traceable author statement /// 0005856 // cytoskeleton // inferred from electronic annotation /// 0005886 // plasma membrane // inferred from electronic annotation /// 0005891 // voltage-gated calcium channel complex // inferred from sequence or structural similarity /// 0016020 // membrane // inferred from direct assay /// 0016324 // apical plasma membrane // inferred from electronic annotation /// 0034704 // calcium channel complex // inferred from direct assay","0003824 // catalytic activity // inferred from electronic annotation /// 0004114 // 3',5'-cyclic-nucleotide phosphodiesterase activity // non-traceable author statement /// 0004115 // 3',5'-cyclic-AMP phosphodiesterase activity // inferred from direct assay /// 0004115 // 3',5'-cyclic-AMP phosphodiesterase activity // inferred from genetic interaction /// 0005515 // protein binding // inferred from physical interaction /// 0008081 // phosphoric diester hydrolase activity // inferred from electronic annotation /// 0008144 // drug binding // inferred from physical interaction /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0019899 // enzyme binding // inferred from sequence or structural similarity /// 0030552 // cAMP binding // inferred from direct assay /// 0031625 // ubiquitin protein ligase binding // inferred from physical interaction /// 0031698 // beta-2 adrenergic receptor binding // inferred from sequence or structural similarity /// 0044325 // ion channel binding // inferred from physical interaction /// 0044325 // ion channel binding // inferred from sequence or structural similarity /// 0046872 // metal ion binding // inferred from electronic annotation /// 0051117 // ATPase binding // inferred from physical interaction /// 0097110 // scaffold protein binding // inferred from physical interaction",-2.10953101698977,2.46418723625386,-4.53444581560735,7.91692657676331e-05,0.0489404018920497,1.01714593955486,"5144"
"PDIA4","208658_at","BC000425","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:BC000425.1 /DB_XREF=gi:12653312 /FEA=FLmRNA /CNT=430 /TID=Hs.93659.1 /TIER=FL+Stack /STK=50 /UG=Hs.93659 /LL=9601 /UG_GENE=ERP70 /DEF=Homo sapiens, protein disulfide isomerase related protein (calcium-binding protein, intestinal-related), clone MGC:8346, mRNA, complete cds. /PROD=protein disulfide isomerase related protein(calcium-binding protein, intestinal-related) /FL=gb:BC001928.1 gb:BC000425.1","BC000425","protein disulfide isomerase family A, member 4","9601","NM_004911 /// XM_006716185","0006457 // protein folding // not recorded /// 0006662 // glycerol ether metabolic process // inferred from electronic annotation /// 0009306 // protein secretion // traceable author statement /// 0034976 // response to endoplasmic reticulum stress // not recorded /// 0045454 // cell redox homeostasis // inferred from electronic annotation /// 0061077 // chaperone-mediated protein folding // inferred from sequence or structural similarity","0005783 // endoplasmic reticulum // not recorded /// 0005788 // endoplasmic reticulum lumen // inferred from electronic annotation /// 0009986 // cell surface // inferred from direct assay /// 0042470 // melanosome // inferred from electronic annotation","0003756 // protein disulfide isomerase activity // not recorded /// 0003756 // protein disulfide isomerase activity // inferred from sequence or structural similarity /// 0005509 // calcium ion binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0009055 // electron carrier activity // inferred from electronic annotation /// 0015035 // protein disulfide oxidoreductase activity // inferred from electronic annotation /// 0016853 // isomerase activity // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay",1.22714268240046,9.17123994983741,4.54594674308549,7.66097053790197e-05,0.0489404018920497,1.56729189483501,"9601"
"PDIA6","208639_x_at","BC001312","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:BC001312.1 /DB_XREF=gi:12654930 /FEA=FLmRNA /CNT=456 /TID=Hs.182429.1 /TIER=FL+Stack /STK=115 /UG=Hs.182429 /LL=10130 /UG_GENE=P5 /DEF=Homo sapiens, protein disulfide isomerase-related protein, clone MGC:5517, mRNA, complete cds. /PROD=protein disulfide isomerase-related protein /FL=gb:BC001312.1","BC001312","protein disulfide isomerase family A, member 6","10130","NM_001282704 /// NM_001282705 /// NM_001282706 /// NM_001282707 /// NM_005742 /// XM_005246145 /// XM_006711856","0006457 // protein folding // not recorded /// 0006662 // glycerol ether metabolic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006879 // cellular iron ion homeostasis // traceable author statement /// 0006987 // activation of signaling protein activity involved in unfolded protein response // traceable author statement /// 0008286 // insulin receptor signaling pathway // traceable author statement /// 0015991 // ATP hydrolysis coupled proton transport // inferred from electronic annotation /// 0015992 // proton transport // inferred from electronic annotation /// 0030177 // positive regulation of Wnt signaling pathway // inferred from mutant phenotype /// 0030968 // endoplasmic reticulum unfolded protein response // traceable author statement /// 0033572 // transferrin transport // traceable author statement /// 0034976 // response to endoplasmic reticulum stress // not recorded /// 0043277 // apoptotic cell clearance // not recorded /// 0044267 // cellular protein metabolic process // traceable author statement /// 0045454 // cell redox homeostasis // inferred from electronic annotation /// 0051701 // interaction with host // traceable author statement /// 0055085 // transmembrane transport // traceable author statement /// 0090382 // phagosome maturation // traceable author statement","0005765 // lysosomal membrane // inferred from direct assay /// 0005783 // endoplasmic reticulum // not recorded /// 0005783 // endoplasmic reticulum // traceable author statement /// 0005788 // endoplasmic reticulum lumen // inferred from electronic annotation /// 0005789 // endoplasmic reticulum membrane // traceable author statement /// 0005793 // endoplasmic reticulum-Golgi intermediate compartment // inferred from direct assay /// 0005829 // cytosol // traceable author statement /// 0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0033180 // proton-transporting V-type ATPase, V1 domain // inferred from electronic annotation /// 0042470 // melanosome // inferred from electronic annotation /// 0070062 // extracellular vesicular exosome // inferred from direct assay","0003756 // protein disulfide isomerase activity // not recorded /// 0005515 // protein binding // inferred from physical interaction /// 0008553 // hydrogen-exporting ATPase activity, phosphorylative mechanism // inferred from electronic annotation /// 0009055 // electron carrier activity // inferred from electronic annotation /// 0015035 // protein disulfide oxidoreductase activity // inferred from electronic annotation /// 0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation /// 0016853 // isomerase activity // inferred from electronic annotation /// 0046983 // protein dimerization activity // inferred from direct assay",1.41089310191147,10.253581733688,4.5018499970122,8.6892475476922e-05,0.0490147523319028,1.44219038211329,"10130"
"PITPNC1","219155_at","NM_012417","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_012417.1 /DB_XREF=gi:6912623 /GEN=RDGBB /FEA=FLmRNA /CNT=39 /TID=Hs.109219.0 /TIER=FL /STK=0 /UG=Hs.109219 /LL=26207 /DEF=Homo sapiens retinal degeneration B beta (RDGBB), mRNA. /PROD=retinal degeneration B beta /FL=gb:NM_012417.1 gb:AF171102.1","NM_012417","phosphatidylinositol transfer protein, cytoplasmic 1","26207","NM_012417 /// NM_181671 /// XM_005257216","0006810 // transport // inferred from electronic annotation /// 0006869 // lipid transport // inferred from electronic annotation /// 0007165 // signal transduction // inferred from mutant phenotype /// 0015914 // phospholipid transport // inferred from mutant phenotype","0005622 // intracellular // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from direct assay","0005515 // protein binding // inferred from physical interaction /// 0008289 // lipid binding // inferred from electronic annotation /// 0008526 // phosphatidylinositol transporter activity // inferred from mutant phenotype",-0.883968629059874,10.3946551870195,-5.18014058055902,1.23650793325737e-05,0.0321933672623079,3.25695500256247,"26207"
"PNPT1","225291_at","AI967971","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AI967971 /DB_XREF=gi:5764789 /DB_XREF=wu11e06.x1 /CLONE=IMAGE:2516674 /FEA=mRNA /CNT=85 /TID=Hs.24170.0 /TIER=Stack /STK=9 /UG=Hs.24170 /UG_TITLE=Homo sapiens, clone IMAGE:3459656, mRNA, partial cds","AI967971","polyribonucleotide nucleotidyltransferase 1","87178","NM_033109 /// XM_005264629","0000957 // mitochondrial RNA catabolic process // inferred from direct assay /// 0000958 // mitochondrial mRNA catabolic process // inferred from direct assay /// 0000962 // positive regulation of mitochondrial RNA catabolic process // inferred from direct assay /// 0000964 // mitochondrial RNA 5'-end processing // inferred from mutant phenotype /// 0000965 // mitochondrial RNA 3'-end processing // inferred from mutant phenotype /// 0006396 // RNA processing // inferred from electronic annotation /// 0006397 // mRNA processing // inferred from electronic annotation /// 0006401 // RNA catabolic process // inferred from direct assay /// 0006402 // mRNA catabolic process // inferred from direct assay /// 0006810 // transport // inferred from electronic annotation /// 0034599 // cellular response to oxidative stress // inferred from direct assay /// 0035458 // cellular response to interferon-beta // inferred from direct assay /// 0035927 // RNA import into mitochondrion // inferred from direct assay /// 0035928 // rRNA import into mitochondrion // inferred from direct assay /// 0043457 // regulation of cellular respiration // inferred from sequence or structural similarity /// 0043631 // RNA polyadenylation // inferred from direct assay /// 0045926 // negative regulation of growth // inferred from direct assay /// 0051260 // protein homooligomerization // inferred from direct assay /// 0061014 // positive regulation of mRNA catabolic process // inferred from mutant phenotype /// 0070207 // protein homotrimerization // inferred from direct assay /// 0070584 // mitochondrion morphogenesis // inferred from sequence or structural similarity /// 0071042 // nuclear polyadenylation-dependent mRNA catabolic process // inferred from direct assay /// 0071850 // mitotic cell cycle arrest // inferred from direct assay /// 0090305 // nucleic acid phosphodiester bond hydrolysis // inferred from electronic annotation /// 0090503 // RNA phosphodiester bond hydrolysis, exonucleolytic // inferred from direct assay /// 0090503 // RNA phosphodiester bond hydrolysis, exonucleolytic // inferred from electronic annotation /// 0097222 // mitochondrial mRNA polyadenylation // inferred from mutant phenotype /// 2000627 // positive regulation of miRNA catabolic process // inferred from direct assay /// 2000772 // regulation of cellular senescence // inferred from direct assay","0005737 // cytoplasm // inferred from direct assay /// 0005739 // mitochondrion // inferred from direct assay /// 0005758 // mitochondrial intermembrane space // inferred from direct assay /// 0005886 // plasma membrane // inferred from direct assay /// 0016020 // membrane // inferred from electronic annotation /// 0045025 // mitochondrial degradosome // inferred from direct assay","0000175 // 3'-5'-exoribonuclease activity // inferred from direct assay /// 0003723 // RNA binding // inferred from electronic annotation /// 0004518 // nuclease activity // inferred from electronic annotation /// 0004527 // exonuclease activity // inferred from electronic annotation /// 0004654 // polyribonucleotide nucleotidyltransferase activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0008266 // poly(U) RNA binding // inferred from direct assay /// 0016740 // transferase activity // inferred from electronic annotation /// 0016779 // nucleotidyltransferase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0034046 // poly(G) binding // inferred from direct assay /// 0035198 // miRNA binding // inferred from direct assay /// 0044822 // poly(A) RNA binding // inferred from direct assay",1.23445728548493,9.27827635452234,4.66338271879382,5.47380477752443e-05,0.0453645189742902,1.87817380390857,"87178"
"POLR1A","222704_at","W93584","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:W93584 /DB_XREF=gi:1422705 /DB_XREF=zd95f08.s1 /CLONE=IMAGE:357255 /FEA=FLmRNA /CNT=74 /TID=Hs.59475.0 /TIER=Stack /STK=16 /UG=Hs.59475 /LL=25885 /UG_GENE=DKFZP586M0122 /UG_TITLE=DKFZP586M0122 protein /FL=gb:NM_015425.1 gb:U33460.1","W93584","polymerase (RNA) I polypeptide A, 194kDa","25885","NM_015425 /// XM_006711983","0006351 // transcription, DNA-templated // inferred from electronic annotation /// 0006360 // transcription from RNA polymerase I promoter // traceable author statement /// 0006361 // transcription initiation from RNA polymerase I promoter // traceable author statement /// 0006362 // transcription elongation from RNA polymerase I promoter // traceable author statement /// 0006363 // termination of RNA polymerase I transcription // traceable author statement /// 0010467 // gene expression // traceable author statement","0005634 // nucleus // inferred from direct assay /// 0005654 // nucleoplasm // traceable author statement /// 0005730 // nucleolus // inferred from direct assay /// 0005736 // DNA-directed RNA polymerase I complex // inferred from electronic annotation /// 0005737 // cytoplasm // inferred from direct assay","0001054 // RNA polymerase I activity // not recorded /// 0003677 // DNA binding // inferred from electronic annotation /// 0003899 // DNA-directed RNA polymerase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016779 // nucleotidyltransferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation",1.96016865851781,4.93266107208812,4.63503045420139,5.93712930488083e-05,0.0457200767245576,1.40506465640958,"25885"
"POMZP3","210910_s_at","BC000487","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:BC000487.1 /DB_XREF=gi:12653432 /FEA=FLmRNA /CNT=3 /TID=Hs.296380.1 /TIER=FL /STK=0 /UG=Hs.296380 /LL=22932 /UG_GENE=POMZP3 /DEF=Homo sapiens, Similar to POM (POM121 rat homolog) and ZP3 fusion protein, clone MGC:8359, mRNA, complete cds. /PROD=Similar to POM (POM121 rat homolog) and ZP3fusion protein /FL=gb:BC000487.1","BC000487","POM121 and ZP3 fusion","22932","NM_012230 /// NM_152992","","","",-1.22809375145788,6.23572873280574,-4.56574675687141,7.23936857746513e-05,0.0482541372979867,1.62620002581368,"22932"
"PRRC1","221734_at","BE328312","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BE328312 /DB_XREF=gi:9202173 /DB_XREF=hs95d12.x1 /CLONE=IMAGE:3144983 /FEA=EST /CNT=221 /TID=Hs.6614.0 /TIER=Stack /STK=36 /UG=Hs.6614 /UG_TITLE=ESTs, Weakly similar to A43932 mucin 2 precursor, intestinal (H.sapiens)","BE328312","proline-rich coiled-coil 1","133619","NM_001286808 /// NM_130809 /// XM_006714529","","0005794 // Golgi apparatus // inferred from electronic annotation","",1.34503119237106,7.36841720820097,4.64340109987368,5.79643430422501e-05,0.0457200767245576,1.8296110872667,"133619"
"PSMD1","201198_s_at","AI860431","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:AI860431 /DB_XREF=gi:5514047 /DB_XREF=wl13h07.x1 /CLONE=IMAGE:2424829 /FEA=FLmRNA /CNT=322 /TID=Hs.3887.0 /TIER=Stack /STK=33 /UG=Hs.3887 /LL=5707 /UG_GENE=PSMD1 /UG_TITLE=proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 /FL=gb:D44466.1 gb:NM_002807.1","AI860431","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1","5707","NM_001191037 /// NM_002807 /// NR_034059","0000082 // G1/S transition of mitotic cell cycle // traceable author statement /// 0000209 // protein polyubiquitination // traceable author statement /// 0000278 // mitotic cell cycle // traceable author statement /// 0002474 // antigen processing and presentation of peptide antigen via MHC class I // traceable author statement /// 0002479 // antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent // traceable author statement /// 0006521 // regulation of cellular amino acid metabolic process // traceable author statement /// 0006915 // apoptotic process // traceable author statement /// 0006977 // DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest // traceable author statement /// 0010467 // gene expression // traceable author statement /// 0016032 // viral process // traceable author statement /// 0016070 // RNA metabolic process // traceable author statement /// 0016071 // mRNA metabolic process // traceable author statement /// 0031145 // anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process // traceable author statement /// 0034641 // cellular nitrogen compound metabolic process // traceable author statement /// 0042176 // regulation of protein catabolic process // inferred from electronic annotation /// 0042590 // antigen processing and presentation of exogenous peptide antigen via MHC class I // traceable author statement /// 0042981 // regulation of apoptotic process // traceable author statement /// 0043066 // negative regulation of apoptotic process // traceable author statement /// 0044281 // small molecule metabolic process // traceable author statement /// 0050790 // regulation of catalytic activity // inferred from electronic annotation /// 0051436 // negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle // traceable author statement /// 0051437 // positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle // traceable author statement /// 0051439 // regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle // traceable author statement","0000502 // proteasome complex // traceable author statement /// 0005654 // nucleoplasm // traceable author statement /// 0005829 // cytosol // traceable author statement /// 0005838 // proteasome regulatory particle // traceable author statement /// 0016020 // membrane // inferred from direct assay /// 0022624 // proteasome accessory complex // inferred from sequence or structural similarity /// 0070062 // extracellular vesicular exosome // inferred from direct assay","0005488 // binding // inferred from electronic annotation /// 0030234 // enzyme regulator activity // inferred from electronic annotation",1.07521247560147,8.90057210516209,4.69020580456091,5.06855007606716e-05,0.0453645189742902,1.95088023567815,"5707"
"RABGEF1","235407_at","BG435723","","Homo sapiens","Oct 6, 2014","Consensus sequence","GenBank","gb:BG435723 /DB_XREF=gi:13342229 /DB_XREF=602506825F1 /CLONE=IMAGE:4604046 /FEA=EST /CNT=12 /TID=Hs.119171.0 /TIER=ConsEnd /STK=0 /UG=Hs.119171 /UG_TITLE=ESTs, Weakly similar to ALU1_HUMAN ALU SUBFAMILY J SEQUENCE CONTAMINATION WARNING ENTRY (H.sapiens)","BG435723","RAB guanine nucleotide exchange factor (GEF) 1","27342","NM_001287060 /// NM_001287061 /// NM_001287062 /// NM_014504 /// NR_104676","0006810 // transport // inferred from electronic annotation /// 0006897 // endocytosis // inferred from electronic annotation /// 0008219 // cell death // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0032313 // regulation of Rab GTPase activity // inferred from direct assay /// 0032851 // positive regulation of Rab GTPase activity // inferred from direct assay /// 0051260 // protein homooligomerization // inferred from electronic annotation","0005737 // cytoplasm // inferred from electronic annotation /// 0005768 // endosome // inferred from electronic annotation /// 0005769 // early endosome // inferred from electronic annotation /// 0005829 // cytosol // inferred from electronic annotation /// 0005886 // plasma membrane // inferred from electronic annotation /// 0016020 // membrane // inferred from electronic annotation /// 0055037 // recycling endosome // inferred from electronic annotation","0003677 // DNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0017112 // Rab guanyl-nucleotide exchange factor activity // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation",-1.36250790318897,6.99491481018234,-4.67208483540048,5.33892604259167e-05,0.0453645189742902,1.9060974177829,"27342"
"RP9P","223945_x_at","AF274938","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:AF274938.1 /DB_XREF=gi:12751042 /FEA=FLmRNA /CNT=5 /TID=Hs.292057.0 /TIER=FL /STK=0 /UG=Hs.292057 /DEF=Homo sapiens PNAS-13 mRNA, complete cds. /PROD=PNAS-13 /FL=gb:AF274938.1","AF274938","retinitis pigmentosa 9 pseudogene","441212","NM_001039754 /// NR_003500","","","",-0.774425984113591,7.98084877732463,-5.12730754181505,1.4401614198274e-05,0.0328965266854366,3.11549702013154,"441212"
"RRBP1","201206_s_at","NM_004587","","Homo sapiens","Oct 6, 2014","Exemplar sequence","GenBank","gb:NM_004587.1 /DB_XREF=gi:4759055 /GEN=RRBP1 /FEA=FLmRNA /CNT=299 /TID=Hs.98614.0 /TIER=FL+Stack /STK=26 /UG=Hs.98614 /LL=6238 /DEF=Homo sapiens ribosome binding protein 1 (dog 180kD homolog) (RRBP1), mRNA. /PROD=ribosome binding protein 1 /FL=gb:AF006751.1 gb:NM_004587.1","NM_004587","ribosome binding protein 1","6238","NM_001042576 /// NM_004587","0001649 // osteoblast differentiation // inferred from direct assay /// 0006412 // translation // traceable author statement /// 0006810 // transport // inferred from electronic annotation /// 0007165 // signal transduction // non-traceable author statement /// 0015031 // protein transport // inferred from electronic annotation","0005783 // endoplasmic reticulum // inferred from direct assay /// 0005789 // endoplasmic reticulum membrane // inferred from electronic annotation /// 0005840 // ribosome // traceable author statement /// 0016020 // membrane // inferred from direct assay /// 0016021 // integral component of membrane // inferred from electronic annotation /// 0030176 // integral component of endoplasmic reticulum membrane // inferred from electronic annotation","0004872 // receptor activity // traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay",1.28071365235317,6.66219155470996,4.66801457436007,5.40159779693017e-05,0.0453645189742902,1.87975720760021,"6238"
